in s,CH1 in V,CH2 in V
2.483E-03,1.940E+00,-2.700E+00
2.499E-03,2.000E-02,-2.660E+00
2.515E-03,1.000E-01,-2.700E+00
2.531E-03,-2.000E-02,-2.700E+00
2.547E-03,-2.000E-02,-2.660E+00
2.563E-03,-2.000E-02,-2.700E+00
2.579E-03,-2.000E-02,-2.700E+00
2.595E-03,-2.000E-02,-2.700E+00
2.611E-03,-2.000E-02,-2.700E+00
2.626E-03,-2.000E-02,-2.700E+00
2.642E-03,-6.000E-02,-2.700E+00
2.658E-03,-2.000E-02,-2.700E+00
2.674E-03,-2.000E-02,-2.700E+00
2.690E-03,-2.000E-02,-2.700E+00
2.706E-03,-2.000E-02,-2.700E+00
2.722E-03,-2.000E-02,-2.700E+00
2.738E-03,-2.000E-02,-2.660E+00
2.754E-03,-2.000E-02,-2.700E+00
2.770E-03,-2.000E-02,-2.700E+00
2.786E-03,-2.000E-02,-2.660E+00
2.802E-03,-2.000E-02,-2.700E+00
2.818E-03,-2.000E-02,-2.700E+00
2.834E-03,-2.000E-02,-2.700E+00
2.850E-03,-2.000E-02,-2.660E+00
2.866E-03,-6.000E-02,-2.700E+00
2.882E-03,-6.000E-02,-2.700E+00
2.898E-03,-2.000E-02,-2.700E+00
2.914E-03,-2.000E-02,-2.700E+00
2.930E-03,-6.000E-02,-2.700E+00
2.946E-03,-2.000E-02,-2.700E+00
2.962E-03,-6.000E-02,-2.700E+00
2.978E-03,-6.000E-02,-2.700E+00
2.994E-03,-2.000E-02,-2.700E+00
3.010E-03,-2.000E-02,-2.700E+00
3.026E-03,-6.000E-02,-2.700E+00
3.042E-03,-6.000E-02,-2.700E+00
3.058E-03,-2.000E-02,-2.660E+00
3.074E-03,-2.000E-02,-2.700E+00
3.090E-03,-6.000E-02,-2.700E+00
3.106E-03,-2.000E-02,-2.700E+00
3.122E-03,-2.000E-02,-2.700E+00
3.138E-03,-2.000E-02,-2.700E+00
3.154E-03,1.060E+00,-2.700E+00
3.170E-03,1.180E+00,-2.700E+00
3.186E-03,1.220E+00,-2.700E+00
3.202E-03,1.220E+00,-2.700E+00
3.218E-03,1.300E+00,-2.660E+00
3.234E-03,1.220E+00,-2.700E+00
3.250E-03,1.220E+00,-2.700E+00
3.266E-03,1.340E+00,-2.660E+00
3.282E-03,1.220E+00,-2.700E+00
3.298E-03,1.220E+00,-2.700E+00
3.314E-03,1.260E+00,-2.700E+00
3.330E-03,1.260E+00,-2.700E+00
3.346E-03,1.260E+00,-2.700E+00
3.362E-03,1.260E+00,-2.700E+00
3.378E-03,1.220E+00,-2.700E+00
3.394E-03,1.300E+00,-2.660E+00
3.410E-03,1.220E+00,-2.660E+00
3.426E-03,1.260E+00,-2.660E+00
3.442E-03,1.260E+00,-2.700E+00
3.458E-03,1.260E+00,-2.700E+00
3.474E-03,1.260E+00,-2.700E+00
3.490E-03,1.260E+00,-2.700E+00
3.506E-03,1.260E+00,-2.700E+00
3.522E-03,1.260E+00,-2.660E+00
3.538E-03,1.220E+00,-2.700E+00
3.554E-03,1.220E+00,-2.700E+00
3.570E-03,1.260E+00,-2.700E+00
3.586E-03,1.220E+00,-2.700E+00
